CACC,$208.7,1439682986334,73,625
CREE,$27,1439682986357,736,542
CRESY,$11.64,1439682986468,34,022
CRTO,$46.1135,1439682986529,151,489
CCRN,$14.11,1439682986554,104,581
CROX,$15.03,1439682986572,695,076
CRDS,$1.13,1439682986652,9,494
CRWN,$4.79,1439682986796,122,136
CYRXW,$0.75,1439682986818,3,200
CYRX,$3.01,1439682986828,34,312
CSGS,$31.91,1439682986961,62,662
CSPI,$6.25,1439682986979,2,426
CRWS,$8.12,1439682987022,12,956
CCLP,$15.11,1439682987039,41,482
CTCM,$1.81,1439682987137,421,922
CTIC,$1.78,1439682987224,675,461
CTIB,$3.56,1439682987278,142
CPIX,$5.88,1439682987396,3,244
CUI,$5.53,1439682987410,27,959
CTRP,$71.58,1439682987456,647,995
CUNB,$22.57,1439682987470,15,094
CMLS,$1.33,1439682987514,351,192
CRIS,$2.81,1439682987601,409,127
CUTR,$15.06,1439682987694,25,137
CVV,$11.9,1439682987712,17,365
CVBF,$17.49,1439682987778,216,059
CYAN,$7.71,1439682987862,1,820
CYBE,$5.67,1439682987956,12,559
CYBX,$59.23,1439682987973,95,419
CBAY,$2.63,1439682988125,74,945
CYCCP,$5.9999,1439682988148,400
CYCC,$0.6,1439682988164,62,551
CYBR,$58.613,1439682988173,1,090,998
CY,$10.2,1439682988301,4,925,613
CYNO,$34.48,1439682988352,107,143
CYNA,$15.08,1439682988366,32,912
CYRN,$1.68,1439682988472,85,044
CYTK,$6.45,1439682988523,117,593
CYTX,$0.4041,1439682988582,484,773
CONE,$34.6169,1439682988602,440,802
CTSO,$6.86,1439682988630,218,347
CYTR,$2.35,1439682988801,393,916
DAEG,$0.36,1439682988819,121,546
TVIZ,$12.7,1439682988929,799
XIV,$47.853,1439682988948,4,574,986
ZIV,$50.24,1439682988997,24,669
DJCO,$209.79,1439682989036,388
DAKT,$12.09,1439682989055,119,351
TVIX,$5.66,1439682989069,2,539,657
DARA,$0.86,1439682989241,89,811
DAIO,$2.61,1439682989273,6,016
DTLK,$6.21,1439682989321,56,595
DWCH,$5.32,1439682989394,33,560
DTEA,$12.86,1439682989473,100,839
DRAM,$1.5,1439682989487,3,374
DWSN,$5.26,1439682989566,128,866
PLAY,$36.99,1439682989586,95,663
DBVT,$40.24,1439682989653,62,448
DFRG,$15.43,1439682989739,102,102
TRAK,$62.17,1439682989774,171,284
DHRM,$1.7101,1439682989790,300
TACO,$14.13,1439682989939,145,091
DGAS,$20.29,1439682990024,1,081
TACOW,$4.84,1439682990051,6,997
DCTH,$0.506,1439682990118,93,303
DELT,$2.27,1439682990136,1,400
DENN,$12.45,1439682990218,229,084
XRAY,$56.79,1439682990256,360,722
DEPO,$31.5,1439682990378,450,314
DSCI,$6.48,1439682990406,34,546
DEST,$11.9,1439682990481,37,464
DERM,$24.35,1439682990500,290,496
DXLG,$4.8,1439682990528,32,163
DSWL,$1.8,1439682990550,200
DXM,$0.3104,1439682990631,22,833
DXCM,$99.88,1439682990733,425,358
DMND,$32.05,1439682990841,66,566
DHIL,$191.83,1439682990942,2,202
FANG,$73.9,1439682990961,806,182
DCIX,$1.91,1439682990975,25,108
DRNA,$10.9,1439682991050,83,375
DGII,$10.03,1439682991088,54,981
DMRC,$37.6,1439682991177,26,231
DGLY,$7.9,1439682991312,65,368
DCOM,$17.25,1439682991327,55,077
APPS,$2.36,1439682991371,115,256
DIOD,$20.25,1439682991381,69,966
DRAD,$4.03,1439682991406,10,843
DPRX,$14.12,1439682991548,32,366
DSCO,$0.48,1439682991740,94,291
BAGR,$2.85,1439682991764,12,164
DISCK,$27.12,1439682991774,475,636
DISCA,$28.31,1439682991802,1,225,213
DISH,$66.31,1439682991825,318,377
DVCR,$11.91,1439682991841,1,034
DNBF,$26.58,1439682992109,901
DLHC,$2.5,1439682992119,1,408
DGICA,$14.4,1439682992178,26,119
DLTR,$77.78,1439682992214,906,641
DMLP,$14.92,1439682992274,25,551
HILL,$5.43,1439682992477,217,772
DORM,$52.57,1439682992493,115,775
DWA,$19.54,1439682992545,378,295
DRWI,$0.29,1439682992562,91,105
DRWIW,$0.059,1439682992592,1,176
DSKX,$3.71,1439682992685,184,236
DRYS,$0.3785,1439682992739,1,950,899
DSPG,$9.12,1439682992811,174,369
DTSI,$27.02,1439682993141,62,117
DYAX,$22.33,1439682993152,532,466
DRRX,$2.16,1439682993212,188,067
DXPE,$30,1439682993271,115,466
DNKN,$52.43,1439682993309,294,738
BOOM,$10.15,1439682993423,23,624
DYNT,$3.05,1439682993460,14,702
DVAX,$29.31,1439682993561,182,230
ETFC,$28.5357,1439682993612,801,059
EBMT,$11.63,1439682993631,4,832
EGBN,$44.5,1439682993747,100,761
EGRX,$66.8,1439682993804,540,439
EGLE,$8,1439682993848,23,643
ELNK,$9.26,1439682993899,559,987
EWBC,$45.149,1439682993937,523,967
EROC,$1.52,1439682994005,371,604
EACQU,$10.03,1439682994040,3,923
EML,$17.29,1439682994131,2,762
EVBS,$6.43,1439682994267,3,597
EBIX,$30.86,1439682994285,213,354
EBAY,$28.28,1439682994299,4,099,330
ELON,$0.54,1439682994443,53,529
ECTE,$1.51,1439682994457,20,042
ECHO,$25.21,1439682994476,185,482
EEI,$11.3,1439682994642,611
SATS,$46.0773,1439682994661,53,543
ESES,$3.49,1439682994709,7,993
EDAP,$3.7,1439682994730,14,717
ECACU,$10.03,1439682994760,13,800
EDGW,$7.17,1439682994826,2,580
EDUC,$4.91,1439682994929,450
EFUT,$4.61,1439682995022,1,315
EGLT,$12.58,1439682995038,31,175
EGAN,$3.55,1439682995095,16,571
EHTH,$15.08,1439682995112,65,255
LOCO,$14.64,1439682995231,5,588,616
EMITF,$1.29,1439682995275,46,303
ERI,$8.9381,1439682995359,143,521
ESLT,$83.26,1439682995377,3,131
ELRC,$10.49,1439682995395,22,286
ESIO,$4.72,1439682995430,39,298
EA,$73.14,1439682995471,1,341,794
EFII,$45.7,1439682995577,134,474
ELSE,$3.88,1439682995670,4,891
EBIO,$4.71,1439682995903,1,929,066
ESBK,$19.97,1439682996029,12
CAPX,$23.96,1439682996048,800
RDEN,$10.34,1439682996084,110,192
ELTK,$1.14,1439682996098,24,034
LONG,$17.08,1439682996176,3,212
EMMS,$1.24,1439682996196,17,905
EMCI,$24.79,1439682996214,20,067
EMCF,$23.68,1439682996311,210
ENTA,$40.29,1439682996576,101,077
ERS,$3.1,1439682996598,65,064
EMKR,$7.22,1439682996631,292,043
NYNY,$4.51,1439682996752,43,787
WIRE,$33.61,1439682996770,51,560
ECYT,$5.42,1439682996840,138,959
ENDP,$84.84,1439682996855,1,329,136
ELGX,$13.35,1439682996932,411,751
EIGI,$16.42,1439682996948,207,454
ECPG,$40.31,1439682996958,152,054
EFOI,$18.82,1439682997138,832,264
WATT,$7.05,1439682997154,105,240
ERII,$2.86,1439682997175,44,357
EXXI,$1.73,1439682997265,517,132
ENOC,$9.01,1439682997392,213,279
ENG,$1.14,1439682997410,3,082
ENPH,$5.5,1439682997496,294,120
ESGR,$161.16,1439682997510,17,997
ENTG,$14.45,1439682997608,376,369
ENTL,$22.41,1439682997631,70,292
ENFC,$18.39,1439682997693,6,278
ETRM,$0.25,1439682997716,651,477
EFSC,$24.81,1439682997730,19,694
EGT,$2.23,1439682997907,2,709
EBTC,$21.22,1439682997923,4,191
ENVI,$1.82,1439682997965,26,146
ENZN,$1.13,1439682998049,890,164
EPRS,$5.14,1439682998183,90,026
EPIQ,$14.12,1439682998201,62,342
EPZM,$17.34,1439682998263,188,948
EQIX,$284.4569,1439682998367,510,554
PLUS,$74.04,1439682998383,44,902
EQFN,$8.34,1439682998404,300
ERIC,$10.3741,1439682998445,983,601
ERIE,$86.8074,1439682998548,30,666
ESCA,$18.49,1439682998604,8,160
ESCR,$0.23,1439682998738,2,414
ESMC,$1.38,1439682998809,8,018
ESCRP,$1.65,1439682998824,8,530
ESPR,$66.5,1439682998962,209,376
ESND,$36.16,1439682998972,85,475
ESSA,$12.86,1439682998992,1,300
ESSX,$0.4701,1439682999010,43,950
EPIX,$7.15,1439682999024,2,670
EEFT,$68.74,1439682999174,144,293
CLWT,$2.6,1439682999195,1,200
ETSY,$17.08,1439682999225,666,621
ESEA,$6.46,1439682999324,10,323
EVEP,$9.21,1439682999339,397,964
EVK,$3.96,1439682999384,11
EVLV,$2.23,1439682999545,69,085
EXA,$10.68,1439682999590,9,087
EVOL,$6.35,1439682999604,3,389
EXAS,$22.94,1439682999694,349,131
EXEL,$5.817,1439682999804,2,099,714
EXFO,$2.91,1439682999835,5,288
EXAC,$18.29,1439682999844,82,298
EXPE,$121.71,1439682999907,503,732
EXLS,$37.13,1439682999936,97,551
EVOK,$4.65,1439683000018,45,627
EXPD,$49.28,1439683000069,615,404
ESRX,$88.26,1439683000116,3,060,353
EXPO,$43.78,1439683000136,45,109
EYEG,$3.99,1439683000276,26,799
EXLP,$20.99,1439683000380,60,574
EXTR,$2.93,1439683000458,414,766
EZCH,$20.66,1439683000468,151,611
EZPW,$6.12,1439683000489,192,066
FFIV,$132.61,1439683000631,307,911
FB,$94.5,1439683000646,9,771,618
FCS,$14.44,1439683000663,276,113
FRP,$17.47,1439683000776,58,600
FWM,$2.25,1439683000794,132,585
DAVE,$14.94,1439683000820,11,148
FALC,$1.68,1439683000841,42,047
FFKT,$26.69,1439683001061,10,401
FARM,$23.86,1439683001120,18,782
FMNB,$8.2,1439683001140,8,804
FARO,$42.16,1439683001237,53,935
FBRC,$23.13,1439683001250,9,387
FAST,$40.21,1439683001281,703,087
FATE,$7.46,1439683001291,27,707
FBSS,$15.82,1439683001308,34
FDML,$9.8,1439683001476,115,988
FNHC,$24.34,1439683001544,27,647
FEIC,$81.65,1439683001609,228,806
FHCO,$1.52,1439683001629,19,982
FENX,$9.83,1439683001744,45,917
FCSC,$6.57,1439683001788,149,188
ONEQ,$198.49,1439683001797,15,244
FGEN,$25.9,1439683001814,927,214
FDUS,$14.59,1439683001941,40,675
FRGI,$54.98,1439683002020,95,802
LION,$20.37,1439683002039,252,799
FSAM,$8.75,1439683002126,11,831
FITB,$21.1142,1439683002182,3,776,569
FSFR,$9.13,1439683002197,83,639
FSC,$6.5499,1439683002322,452,822
FITBI,$27.83,1439683002393,3,626
FNGN,$36.18,1439683002424,333,093
FNSR,$17.26,1439683002552,658,501
FISI,$24.39,1439683002579,11,112
FNJN,$1.81,1439683002652,40,023
FEYE,$43,1439683002913,1,390,964
FNLC,$18.84,1439683003014,9,493
FBNC,$17.18,1439683003028,14,007
FRBA,$6.02,1439683003047,1,300
FBIZ,$43.95,1439683003183,8,944
FCVA,$4.71,1439683003205,1,090
BUSE,$6.44,1439683003220,39,535
FCAP,$26.7,1439683003238,763
FCFS,$38.37,1439683003362,56,943
FCNCA,$252.9,1439683003384,17,265
FCLF,$9.19,1439683003398,252
FCFP,$6.8,1439683003536,2,600
FCBC,$18.1,1439683003584,11,453
FCCO,$12.14,1439683003655,788
FDEF,$37.12,1439683003758,16,041
FBNK,$16.27,1439683003804,12,340
FFNM,$6.33,1439683003860,212
FFBC,$19.26,1439683003918,67,929
THFF,$33.49,1439683003994,171,589
FFWM,$21.4,1439683004118,9,501
FFIN,$32.79,1439683004132,106,041
FFNW,$12.5,1439683004181,12,446
INBK,$35.38,1439683004233,4,601
FIBK,$28.13,1439683004267,50,346
FMBH,$21.7701,1439683004322,400
FRME,$26.23,1439683004376,52,974
FMBI,$18.49,1439683004482,119,055
FNBC,$36.64,1439683004542,88,959
FNFG,$9.7219,1439683004599,833,198
FNWB,$12.31,1439683004609,2,879
FSFG,$30.27,1439683004660,112
FSGI,$2.5,1439683004686,6,390
FSBK,$7.89,1439683004826,4,687
FSLR,$51.51,1439683004840,687,562
FCAN,$25.82,1439683004949,2,227
FBZ,$10.88,1439683004963,100
FTCS,$38.71,1439683004981,8,644
FCA,$23.1001,1439683005073,370
FV,$24.66,1439683005153,827,913
FTSM,$59.91,1439683005326,19,221
TDIV,$26.02,1439683005413,44,692
FEUZ,$32.65,1439683005422,450
IFV,$18.98,1439683005443,211,987
FGM,$37.8,1439683005597,5,656
FTHI,$21.21,1439683005637,2,369
MDIV,$19.84,1439683005647,126,750
FTGC,$22.92,1439683005716,84,693
HYLS,$49.79,1439683005735,26,504
YDIV,$17.4,1439683005783,390
FHK,$36.46,1439683005803,5,732
FPXI,$29.11,1439683005821,1,244
SKYY,$30.5,1439683005955,14,146
CU,$13.49,1439683006078,646
FJP,$50.42,1439683006185,30,073
QCLN,$16.04,1439683006486,18,493
CIBR,$19.55,1439683006535,50,198
FONE,$36.86,1439683006579,300
CARZ,$37.03,1439683006589,3,534
QABA,$39.36,1439683006650,3,580
RDVY,$22.4571,1439683006732,3,099
QQXT,$42.59,1439683006877,21,860
QQEW,$44.1,1439683006913,13,303
QTEC,$42.25,1439683006946,22,929
AIRR,$17.07,1439683007015,51,393
FDIV,$47.35,1439683007189,335
FTSL,$49.04,1439683007206,48,267
FSZ,$40.72,1439683007236,8,594
QINC,$21.49,1439683007258,75,158
FTW,$32.574,1439683007293,1,432
TUSA,$26.209,1439683007346,300
FKU,$44.18,1439683007356,4,467
FUNC,$8.4,1439683007523,556
SVVC,$10.82,1439683007541,19,598
FMER,$18.76,1439683007613,755,503
FSV,$32.5,1439683007704,10,747
FIVE,$38.41,1439683007786,457,240
FPRX,$18.79,1439683007801,223,946
FISV,$89.58,1439683007827,439,590
FIVN,$4.46,1439683007880,104,048
FLML,$21.3267,1439683007899,101,223
FLKS,$14.32,1439683007962,37,536
FLXS,$40.54,1439683008144,11,848
FLXN,$23.1,1439683008164,70,755
FLEX,$11.0865,1439683008257,2,141,447
FLIR,$30.54,1439683008316,278,824
FLDM,$12.89,1439683008455,390,736
FONR,$9.68,1439683008522,5,700
FOMX,$9.79,1439683008552,55,260
FES,$1.06,1439683008570,4,048
FOGO,$19.6175,1439683008608,142,486
FFIC,$20.88,1439683008675,65,081
FORM,$6.66,1439683008685,162,468
FORTY,$34,1439683008764,400
FORR,$32.43,1439683008850,27,600
FTNT,$46.4459,1439683008892,607,785
FWRD,$49.08,1439683009024,98,880
FORD,$1.34,1439683009042,3,138,874
FBIO,$3.08,1439683009060,58,911
FOSL,$61.4026,1439683009173,746,137
FXCB,$17.38,1439683009187,8,423
FOXF,$15.88,1439683009269,39,343
FMI,$20.13,1439683009337,169,488
FWP,$25.84,1439683009371,110,674
FRED,$14.51,1439683009422,97,499
FRAN,$11.36,1439683009437,347,919
FELE,$30.34,1439683009501,126,492
FREE,$0.49,1439683009569,488,100
RAIL,$22.53,1439683009629,98,929
FEIM,$10.68,1439683009726,2,278
FTRPR,$107.75,1439683009843,3,598
FTR,$5.45,1439683009879,9,480,709
FRPH,$31.35,1439683009903,6,999
FRPT,$14.61,1439683009912,282,342
FTD,$30.04,1439683009949,66,983
FSYS,$6.82,1439683009984,31,304
FSBW,$23.72,1439683010024,1,200
FTEK,$2.33,1439683010147,15,429
FULL,$3.24,1439683010211,52,034
FCEL,$0.82,1439683010227,504,567
FLL,$1.55,1439683010351,27,340
FULT,$13.09,1439683010368,459,622
FSNN,$2.69,1439683010482,658
FXENP,$15.84,1439683010590,400
FXEN,$0.99,1439683010612,48,256
GLPG,$60.86,1439683010720,12,247
GK,$71.79,1439683010760,46,241
GALT,$2.38,1439683010875,160,338
GAIA,$6.2,1439683010917,23,442
GALTW,$0.7729,1439683010990,2,000
GALE,$1.42,1439683011011,917,044
GPIC,$10.89,1439683011220,200
GLMD,$9.18,1439683011263,8,734
GLPI,$33.1866,1439683011333,182,255
GRMN,$39.9,1439683011426,440,580
GGACU,$10.04,1439683011482,1,198
GARS,$14.8,1439683011623,13,068
GENC,$9.54,1439683011744,22
GFN,$4.1,1439683011762,16,924
GFNSL,$26,1439683011807,1,854
GNCMA,$17.92,1439683011823,49,347
GFNCP,$92.98,1439683011885,1,987
GENE,$2.66,1439683011934,114,278
GNMK,$9.2,1439683011964,131,296
GNCA,$13.01,1439683012082,326,010
GHDX,$24.85,1439683012154,126,615
GNTX,$15.6781,1439683012173,573,358
GNVC,$2.45,1439683012207,9,948
THRM,$48.66,1439683012249,162,168
GTWN,$18.34,1439683012269,7
GABC,$29.38,1439683012366,6,654
GEOS,$15.73,1439683012500,89,905
GERN,$3.08,1439683012514,1,309,900
GEVO,$2.17,1439683012538,245,325
ROCK,$18.72,1439683012556,135,108
GIGA,$1.52,1439683012618,156,769
GIGM,$0.653,1439683012778,3,820
GILT,$4.54,1439683012788,9,192
GIII,$69.71,1439683012805,195,510
GILD,$115.747,1439683012851,3,359,438
GBCI,$28.12,1439683012925,192,448
GLAD,$8.23,1439683012985,30,844
GLADO,$25.59,1439683013006,3,490
GOOD,$15.94,1439683013107,72,728
GOODP,$25.4,1439683013231,887
GAIN,$7.96,1439683013320,83,436
GAINN,$25.23,1439683013356,21,802
GAINO,$25.56,1439683013387,3,380
GAINP,$26.05,1439683013480,500
LAND,$9.61,1439683013509,9,915
GLBZ,$11.72,1439683013651,1,500
ENT,$12.15,1439683013689,101,376
GBT,$45.69,1439683013705,212,872
GBLI,$27.28,1439683013755,7,555
GPACU,$10.05,1439683013835,12,500
ACTX,$14.1325,1439683014039,1,700
SOCL,$18.74,1439683014048,21,579
QQQC,$21.61,1439683014084,2,230
GSOL,$8.53,1439683014116,17,397
SRET,$13.89,1439683014196,800
ALTY,$14.9103,1439683014206,300
YLCO,$12.28,1439683014243,9,000
GSM,$14.08,1439683014425,187,331
GBIM,$2.48,1439683014443,58,881
GAI,$5.58,1439683014458,2,291
GLUU,$4.65,1439683014532,1,235,779
GLBS,$1.0792,1439683014553,1,000
GLRI,$1.2,1439683014567,16,544
GLYC,$7.56,1439683014650,4,076
GOGO,$16.57,1439683014752,301,365
GLNG,$37.9,1439683014802,1,486,121
GMLP,$20.6,1439683014932,92,777
GLDC,$4.2,1439683014952,969
GDEN,$9.26,1439683014966,71,555
GTIM,$7.31,1439683015031,59,096
GBDC,$16.51,1439683015055,70,183
GOGL,$3.6,1439683015065,293,077
GOOG,$658,1439683015144,575,936
GOOGL,$688.97,1439683015263,671,519
GPRO,$58.85,1439683015338,2,051,150
GMAN,$4.57,1439683015364,18,771
LOPE,$39.22,1439683015624,198,309
GBSN,$2.45,1439683015667,49,787
GLDD,$5.64,1439683015720,120,267
GSBC,$41.622,1439683015801,17,920
GRBK,$14.12,1439683015884,200,403
GRVY,$3.4,1439683015932,1,386
GPP,$14.9,1439683015991,36,622
GNBC,$13.55,1439683016008,30,706
GPRE,$23.42,1439683016120,514,392
GCBC,$28.4,1439683016150,7
GLRE,$26.59,1439683016223,61,261
GRFS,$32.33,1439683016276,102,377
OMAB,$42.61,1439683016363,68,484
GSIG,$13.51,1439683016482,29,142
GGAL,$20.76,1439683016518,289,230
GSVC,$9.52,1439683016569,37,271
GRPN,$4.33,1439683016605,5,751,663
GSIT,$5.01,1439683016625,3,618
GTXI,$0.9388,1439683016640,16,950
GRIF,$30.89,1439683016663,13
GBNK,$16.2,1439683016778,12,915
GUID,$9.1,1439683016898,37,035
GFED,$15.05,1439683016918,600
GULTU,$0.396,1439683016970,44,593
GIFI,$12.03,1439683016988,28,149
GURE,$1.935,1439683017045,64,899
GPOR,$35.97,1439683017174,754,081
GWGH,$7.76,1439683017241,3,023
GYRO,$2.89,1439683017261,9,722
HEES,$17.38,1439683017279,215,617
HLG,$9.5,1439683017324,3,800
GWPH,$111.18,1439683017353,147,848
HALL,$11.29,1439683017408,108,415
HNRG,$7.58,1439683017559,223,613
HALO,$19.17,1439683017569,1,172,702
HBK,$13.72,1439683017599,14
HMPR,$2,1439683017708,25,917
HBHC,$29.13,1439683017886,234,808
HQCL,$11.05,1439683017925,6,718
HBHCL,$24.66,1439683017948,14,879
HAFC,$25.83,1439683017966,45,506
HNH,$28.81,1439683017980,4,444
HNSN,$0.52,1439683017999,162,684
HLIT,$5.84,1439683018323,347,527
TINY,$2.6,1439683018347,34,646
HDNG,$9.16,1439683018400,19,906
HBIO,$4.53,1439683018571,62,042
HCAP,$12.26,1439683018588,5,574
HA,$25.25,1439683018674,565,564
HCOM,$22.88,1439683018697,19,700
HWBK,$13.97,1439683018837,1,264
HAYN,$41,1439683018918,59,498
HWKN,$38.14,1439683018936,21,598
HAS,$80.7003,1439683018983,315,783
HDS,$34.89,1439683019101,641,213
HIIQ,$4.57,1439683019215,23,455
HSTM,$25.74,1439683019270,78,710
HTLD,$21.36,1439683019286,158,390
HQY,$32.71,1439683019348,77,878
HCSG,$34.72,1439683019362,121,815
HWAY,$12.46,1439683019395,103,689
HTLF,$37.86,1439683019454,17,821
HTWR,$87.48,1439683019555,99,132
HTBX,$5.6,1439683019596,4,484
HSII,$20.15,1439683019668,56,202
HELE,$90.71,1439683019709,73,392
HMNY,$2.44,1439683019744,700
HNNA,$23.4,1439683019919,9,674
HTBK,$11.06,1439683020038,24,757
HSIC,$145.1,1439683020062,112,776
HMTV,$13.34,1439683020076,25,471
HERO,$0.067,1439683020157,3,719,112
HFWA,$18.37,1439683020189,29,134
HCCI,$12.7,1439683020271,19,633
HEOP,$8.01,1439683020280,14,350
MLHR,$28.5366,1439683020370,167,723
HRTX,$29.6,1439683020442,202,790
HFFC,$16.62,1439683020489,2,657
HSKA,$34.01,1439683020509,39,389
HIBB,$41.35,1439683020666,231,172
HIHO,$3.9,1439683020740,3,357
HPJ,$2.73,1439683020759,9,415
HIFS,$119.8,1439683020885,883
HMSY,$9.35,1439683020903,1,106,543
HSGX,$6.65,1439683020921,5,717
HIMX,$6.81,1439683020972,686,859
HOLX,$42.45,1439683021101,1,844,393
HOMB,$41.19,1439683021268,147,275
HBCP,$24.8,1439683021291,2,952
HOLI,$19.2,1439683021307,195,650
HFBL,$21.7,1439683021327,377
AWAY,$30.73,1439683021345,686,997
HMIN,$29.2,1439683021540,51,489
HMST,$22.29,1439683021692,27,869
HFBC,$11.77,1439683021725,2,956
HTBI,$18.5,1439683021775,21,498
HKTV,$5.2,1439683021833,13,236
HBNC,$24.85,1439683021862,13,995
HOFT,$25.16,1439683021881,13,206
CETC,$1.04,1439683021951,24,470
HRZN,$11.13,1439683022017,60,234
HZNP,$30.5,1439683022086,1,710,487
HMHC,$23.73,1439683022220,334,341
HDP,$26.39,1439683022262,157,063
ZINC,$8.76,1439683022304,261,960
HWCC,$7.5,1439683022433,64,761
HBMD,$13.61,1439683022454,2,032
HOVNP,$5.44,1439683022490,805
HUBG,$42.07,1439683022641,229,865
HSNI,$63.4,1439683022655,312,531
HTGM,$5.8,1439683022749,10,834
HDSN,$3.21,1439683022883,9,756
HBANP,$1356.9999,1439683022898,77
HCBK,$10.3021,1439683022916,591,458
HSON,$2.86,1439683022956,9,208
HBAN,$11.8024,1439683022976,3,769,903
HURC,$31.07,1439683023060,10,077
HURN,$75.5,1439683023103,65,313
HBP,$3.15,1439683023233,3,904
HTCH,$1.65,1439683023351,92,024
HYGS,$7.75,1439683023555,29,742
IDSY,$4.03,1439683023683,17,495
IACI,$74.71,1439683023721,507,636
ICAD,$3.53,1439683023752,18,116
IBKC,$63.88,1439683023774,58,280
IKGH,$1.7,1439683023825,45,831
ICFI,$35.33,1439683023856,40,539
IEP,$73.43,1439683023895,37,117
ICON,$13.7284,1439683024133,470,448
ICLR,$82.2992,1439683024176,274,483
ICUI,$121.81,1439683024225,74,981
IPWR,$7.77,1439683024236,7,778
IDXX,$77.61,1439683024356,188,942
IROQ,$16.6,1439683024407,1,037
INVE,$4.28,1439683024431,203,309
DSKY,$12.3,1439683024475,218,302
IIVI,$17.84,1439683024601,79,559
RXDX,$13.12,1439683024617,115,181
IKAN,$2.73,1439683024693,22,508
IKNX,$11.49,1439683024778,2,608
KANG,$16.5124,1439683024849,55,545
IDRA,$2.67,1439683024859,986,147
ILMN,$208.07,1439683024978,425,449
IRG,$4.57,1439683024995,6,456
ISNS,$4.23,1439683025184,5,749
IMGN,$13.58,1439683025222,680,677
IMMR,$12.49,1439683025277,60,642
IMDZ,$16.81,1439683025316,195,833
IMMY,$7.75,1439683025566,10,631
IPXL,$45.17,1439683025584,521,749
INCR,$44.47,1439683025663,220,734
SAAS,$8.1,1439683025710,627,869
INCY,$105.8,1439683025747,389,232
INDB,$48.15,1439683025839,65,070
ICCC,$9.31,1439683025858,28,959
IMMU,$1.79,1439683025923,446,939
IBCP,$14.61,1439683026058,55,610
IBTX,$43.82,1439683026092,19,115
INFN,$24.12,1439683026111,550,469
IDSA,$3.86,1439683026122,245
IPCC,$78.38,1439683026295,17,553
III,$4.34,1439683026427,19,664
INWK,$7.9,1439683026473,109,470
IMKTA,$54.36,1439683026483,88,040
IFON,$1.36,1439683026504,196,818
INFI,$9.2,1439683026551,553,587
INNL,$12.91,1439683026569,2,803
INOD,$2.61,1439683026687,1,761
IPHS,$51.08,1439683026733,381,707
ISSC,$2.96,1439683026863,7,455
IOSP,$46.32,1439683026934,58,867
ITEK,$14.43,1439683026944,812,982
NSIT,$26.63,1439683027092,60,434
INO,$7.2,1439683027117,745,576
INOV,$21.48,1439683027261,391,611
ISIG,$2.58,1439683027289,6,159
IIIN,$18.04,1439683027300,29,408
INSM,$25.77,1439683027309,221,129
INGN,$51.74,1439683027352,143,426
PODD,$31.6,1439683027470,343,174
INSY,$34.96,1439683027480,637,958
NTEC,$6.1,1439683027501,13,252
IART,$62.04,1439683027649,187,161
IESC,$7.09,1439683027766,3,874
IDTI,$19.19,1439683027776,1,335,570
ISSI,$22.24,1439683027927,201,531
IQNT,$17.85,1439683027946,109,071
IPCI,$2.28,1439683027990,77,087
IPAR,$28.72,1439683028075,61,744
ICPT,$212,1439683028116,201,274
ININ,$40.56,1439683028208,50,231
ICLDW,$0.97,1439683028281,1,118
ICLD,$1.82,1439683028300,284,420
INTC,$29.02,1439683028321,9,436,038
IBKR,$42.1984,1439683028338,131,902
IDCC,$49.76,1439683028472,99,587
TILE,$25.68,1439683028534,418,781
IMI,$2.04,1439683028550,36,780
IBOC,$27.49,1439683028713,72,579
ISCA,$33.29,1439683028732,53,389
IGLD,$7.5,1439683028865,4,481
IIJI,$10.16,1439683028903,58
PTNT,$3.09,1439683028955,436
INPH,$0.325,1439683028974,19,045
INAP,$8.82,1439683028992,263,204
XENT,$28.56,1439683029068,71,941
IILG,$21.35,1439683029214,127,927
INTX,$2.5,1439683029257,44,539
IVAC,$5.17,1439683029309,92,323
INTLL,$25.67,1439683029340,3,003
INTL,$29.26,1439683029364,86,870
ISIL,$10.95,1439683029378,398,498
IIN,$6.94,1439683029551,546
INVT,$0.3,1439683029664,50,440
INTU,$105.62,1439683029680,510,704
SNAK,$8.77,1439683029700,102,194
ISRG,$529.87,1439683029719,73,358
ISTR,$15.88,1439683029792,850
ITCI,$29.57,1439683029888,223,343
ISBC,$12.28,1439683030041,1,679,483
ITIC,$71.94,1439683030052,7
IPAS,$1.06,1439683030075,34,059
NVIV,$11.16,1439683030093,228,686
IVTY,$11.09,1439683030149,5,232
IRIX,$6.92,1439683030452,9,200
IPGP,$91.88,1439683030467,411,210
IRMD,$26.24,1439683030521,10,706
IRDM,$6.94,1439683030547,417,101
IRDMB,$271.5,1439683030565,840
IRBT,$31.47,1439683030757,160,305
IPCM,$79.41,1439683030799,98,711
IRWD,$11.525,1439683030835,1,059,006
COMT,$33.86,1439683030858,8,294
FCHI,$50.74,1439683030909,974
GNMA,$50.05,1439683030928,2,581
IFAS,$29.26,1439683031084,100
IFEU,$40.39,1439683031177,3,595
ACWX,$43.37,1439683031337,132,073
IFGL,$30.21,1439683031387,238,404
ACWI,$59.29,1439683031406,277,873
EEMA,$53.77,1439683031490,39,391
AAXJ,$57.07,1439683031528,1,145,939
IFNA,$55.4,1439683031610,5,572
EGRW,$51.5,1439683031818,173
AAIT,$31.02,1439683031872,334
